song,artist,cluster
Going To A Go-Go,Smokey Robinson & The Miracles,6
More Love,Smokey Robinson & The Miracles,3
I Second That Emotion,Smokey Robinson & The Miracles,1
The Tears Of A Clown,Smokey Robinson & The Miracles,6
"Baby, Baby Don't Cry - Stereo",Smokey Robinson & The Miracles,3
Reach Out I'll Be There,Four Tops,5
It's The Same Old Song - Single Version / Mono,Four Tops,5
Baby I Need Your Loving,Four Tops,5
"River Deep, Mountain High - Single Version",Four Tops,1
"River Deep, Mountain High - Single Version",The Supremes,1
Ain't No Woman (Like The One I've Got),Four Tops,5
Standing In The Shadows Of Love - Single Version / Mono,Four Tops,1
Bernadette - Single Version / Mono,Four Tops,1
Walk Away Renee,Four Tops,6
Still Water (Love),Four Tops,6
When She Was My Girl,Four Tops,1
You Can't Hurry Love,The Supremes,6
Where Did Our Love Go,The Supremes,1
Stop! In The Name Of Love - Single Version / Mono,The Supremes,1
Back In My Arms Again - Single Version,The Supremes,1
Come See About Me,The Supremes,1
Nothing But Heartaches - Juke Box Single,The Supremes,6
I Hear A Symphony - Stereo Version,The Supremes,3
Love Is Here And Now You're Gone,The Supremes,5
My World Is Empty Without You,The Supremes,5
The Happening,The Supremes,2
You Keep Me Hangin' On,The Supremes,5
Reflections,Diana Ross & The Supremes,1
Someday We'll Be Together,Diana Ross & The Supremes,1
I'm Livin' In Shame - Juke Box Single,Diana Ross & The Supremes,6
(Love Is Like A) Heat Wave,Martha Reeves & The Vandellas,5
Nowhere To Run,Martha Reeves & The Vandellas,5
Jimmy Mack,Martha Reeves & The Vandellas,1
I Say A Little Prayer,Martha Reeves & The Vandellas,6
Heat Wave,Martha Reeves & The Vandellas,2
Then He Kissed Me,Martha Reeves & The Vandellas,1
Midnight Train to Georgia,Gladys Knight & The Pips,3
Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight & The Pips,4
Best Thing That Ever Happened to Me,Gladys Knight & The Pips,7
If I Were Your Woman - Single Version,Gladys Knight & The Pips,2
This Old Heart Of Mine (Is Weak For You),The Isley Brothers,1
It's Your Thing,The Isley Brothers,6
Save It For Later,The English Beat,1
The Israelites,Desmond Decker,6
River Lady (A Little Goodbye),Roger Whittaker,6
That'll Be The Day,Buddy Holly & The Crickets,6
That'll Be The Day,Royal Philharmonic Orchestra,6
Maybe Baby,Buddy Holly & The Crickets,6
Oh Boy!,Buddy Holly,6
Oh Boy!,The Crickets,6
Not Fade Away,Buddy Holly & The Crickets,6
Think It Over,Buddy Holly,6
Think It Over,The Crickets,6
It's So Easy,Buddy Holly,6
It's So Easy,The Crickets,6
That'll Be The Day,Buddy Holly,6
That'll Be The Day,The Crickets,6
Peggy Sue,Buddy Holly,4
Peggy Sue,The Crickets,4
Words Of Love,Buddy Holly,6
Everyday,Buddy Holly,4
Everyday,The Crickets,4
It Doesn't Matter Anymore,Buddy Holly,4
It Doesn't Matter Anymore,The Crickets,4
Well...All Right,Buddy Holly,5
Rave On,Buddy Holly,6
Rave On,The Crickets,6
Raining In My Heart,Buddy Holly,4
Raining In My Heart,The Crickets,4
I'm Gonna Love You Too,Buddy Holly,6
Somethin' Else,Eddie Cochran,1
(We're Gonna) Rock Around The Clock,Bill Haley & His Comets,6
Rip It Up,Little Richard,1
"Oh, Lonesome Me",Loggins & Messina,1
That Smell,Lynyrd Skynyrd,5
Saturday Night Special,Lynyrd Skynyrd,6
96 Tears,Garland Jeffreys,6
Jesse,Carly Simon,1
You're so Vain,Carly Simon,1
Nobody Does It Better,Marvin Hamlisch,4
Nobody Does It Better,Carly Simon,4
Mockingbird,Carly Simon,1
Mockingbird,James Taylor,1
That's The Way I've Always Heard It Should Be,Carly Simon,4
Coming Around Again,Carly Simon,4
Let the Riverrun,Carly Simon,4
Anticipation - 2015 Remaster,Carly Simon,4
Legend in Your Own Time - 2015 Remaster,Carly Simon,3
We Have No Secrets - 2015 Remaster,Carly Simon,1
You Belong to Me - 2015 Remaster,Carly Simon,5
A Lover's Concerto,The Toys,1
Boys Are Back In Town,The Bus Boys,6
Call Me,Petula Clark,1
Can't Smile Without You,Barry Manilow,4
I Write The Songs,Barry Manilow,4
Even Now,Barry Manilow,4
Looks Like We Made It,Barry Manilow,4
Weekend in New England,Barry Manilow,4
Somewhere Down The Road,Barry Manilow,4
I Made It Through the Rain,Barry Manilow,4
The Old Songs,Barry Manilow,4
Ready to Take a Chance Again,Barry Manilow,3
Let's Hang On,Barry Manilow,6
Ships,Barry Manilow,4
Somewhere In the Night,Barry Manilow,4
Jump Shout Boogie,Barry Manilow,6
All the Time,Barry Manilow,4
This One's for You,Barry Manilow,3
Beautiful Music,Barry Manilow,7
I Don't Want To Walk Without You,Barry Manilow,3
New York City Rhythm,Barry Manilow,5
Daybreak,Barry Manilow,1
It's A Miracle,Barry Manilow,6
Bandstand Boogie,Barry Manilow,1
Tryin' to Get the Feeling Again,Barry Manilow,4
Some Kind of Friend,Barry Manilow,5
Every Little Thing She Does Is Magic - Remastered 2003,The Police,7
Message In A Bottle,The Police,5
Walking On The Moon,The Police,7
Don't Stand So Close To Me,The Police,1
"De Do Do Do, De Da Da Da",The Police,6
Can't Stand Losing You,The Police,0
King Of Pain,The Police,1
Wrapped Around Your Finger,The Police,5
Synchronicity II,The Police,7
Spirits In The Material World,The Police,5
Invisible Sun,The Police,4
"When The World Is Running Down, You Make The Best Of What's Still Around",The Police,6
Canary In A Coalmine,The Police,5
Oliver's Army,Elvis Costello & The Attractions,1
Pump It Up,Elvis Costello & The Attractions,6
"Radio, Radio",Elvis Costello & The Attractions,1
Everyday I Write The Book,Elvis Costello & The Attractions,5
Good Year For The Roses,Elvis Costello & The Attractions,4
"(What's So Funny 'Bout) Peace, Love And Understanding",Elvis Costello & The Attractions,7
(I Don't Want To Go To) Chelsea,Elvis Costello & The Attractions,5
Shipbuilding,Elvis Costello & The Attractions,4
Almost Blue,Elvis Costello & The Attractions,3
Clubland,Elvis Costello & The Attractions,5
Accidents Will Happen,Elvis Costello & The Attractions,5
She,Elvis Costello,4
Alison,Elvis Costello,3
Watching The Detectives - Single Version,Elvis Costello,5
Burning Down the House,Talking Heads,5
Psycho Killer - 2005 Remaster,Talking Heads,1
Road to Nowhere,Talking Heads,1
Take Me to the River - 2005 Remaster,Talking Heads,1
Heart Of Glass [24-Bit Digitally Remastered 01],Blondie,6
Rapture,Blondie,5
Call Me,Blondie,5
One Way Or Another,Blondie,1
The Tide Is High - Edit,Blondie,6
Hanging On The Telephone,Blondie,6
Dreaming,Blondie,7
Picture This,Blondie,1
Fade Away And Radiate,Blondie,3
Pretty Baby,Blondie,6
Sunday Girl,Blondie,6
I'm Gonna Love You Too,Blondie,1
Just Go Away,Blondie,6
Mirror In the Bathroom,The English Beat,6
Rebel Yell,Billy Idol,5
Eyes Without A Face,Billy Idol,6
Mony Mony,Billy Idol,1
Dancing with Myself - 2001 Remaster,Billy Idol,7
Dancing with Myself - 2001 Remaster,Generation X,7
Cradle Of Love,Billy Idol,1
Flesh For Fantasy - Remastered 1999,Billy Idol,6
Hot In The City,Billy Idol,6
Catch My Fall - Edit,Billy Idol,8
Whip It,DEVO,6
Boys Don't Cry - Single Version,The Cure,5
Just like Heaven,The Cure,6
Close to Me - 2006 Remaster,The Cure,8
Lovesong - 2010 Remaster,The Cure,8
Pictures of You - 2010 Remaster,The Cure,7
The Lovecats,The Cure,5
So Alive,Love and Rockets,6
How Soon Is Now? - 2011 Remaster,The Smiths,7
Ghost Town,The Specials,5
Dear God - Remastered 2001,XTC,6
Orchestral Suite From The Inner Light,Various Artists,9
Ebony Eyes,Bob Welch,6
It Might Be You,Stephen Bishop,4
Separate Lives,Stephen Bishop,4
Una Paloma Blanca,George Baker,1
Una Paloma Blanca,George Baker Selection,1
Little Green Bag,George Baker,1
Little Green Bag,George Baker Selection,1
The Young Ones - 2005 Remaster,Freddie & The Dreamers,1
You'll Never Walk Alone,Gerry & The Pacemakers,4
Ferry Cross the Mersey,Gerry & The Pacemakers,3
Don't Let the Sun Catch You Crying (Main) - Mono,Gerry & The Pacemakers,4
How Do You Do It? - Mono,Gerry & The Pacemakers,6
Needles and Pins - Mono,The Searchers,6
Sweets for My Sweet - Stereo Version,The Searchers,1
Sugar and Spice - Mono Version,The Searchers,1
Words - Original Version 1983,F.R. David,5
Have I the Right,The Honeycombs,0
Show Me The Way - Live / Remixed,Peter Frampton,2
"Baby, I Love Your Way - Live",Peter Frampton,2
Do You Feel Like We Do - Live,Peter Frampton,2
Solsbury Hill,Peter Gabriel,6
Sledgehammer - 2012 Remaster,Peter Gabriel,6
In Your Eyes - 2012 Remaster,Peter Gabriel,1
Games Without Frontiers,Peter Gabriel,6
Red Rain - 2012 Remaster,Peter Gabriel,7
Don't Give Up - 2012 Remaster,Peter Gabriel,4
Big Time - 2012 Remaster,Peter Gabriel,6
This Is the Picture (Excellent Birds) - 2012 Remaster,Peter Gabriel,1
We Do What We're Told (Milgram's 37) - 2012 Remaster,Peter Gabriel,4
Shock The Monkey,Peter Gabriel,1
Digging in the Dirt - 2002 Remaster,Peter Gabriel,1
Glory of Love,Peter Cetera,7
After All (Love Theme From Chances Are),Cher,4
After All (Love Theme From Chances Are),Peter Cetera,4
The Next Time I Fall (with Amy Grant),Peter Cetera,4
The Next Time I Fall (with Amy Grant),Amy Grant,4
You're the Inspiration,Peter Cetera,6
Leaving on a Jet Plane,"Peter, Paul and Mary",4
"Don't Think Twice, It's All Right","Peter, Paul and Mary",4
"Puff, the Magic Dragon","Peter, Paul and Mary",4
Blowin' in the Wind,"Peter, Paul and Mary",4
500 Miles,"Peter, Paul and Mary",4
If I Had a Hammer - 2004 Remaster,"Peter, Paul and Mary",4
Tell It on the Mountain,"Peter, Paul and Mary",4
Where Have All the Flowers Gone - 2004 Remaster,"Peter, Paul and Mary",4
Lemon Tree - 2004 Remaster,"Peter, Paul and Mary",3
Michael Row the Boat Ashore,"Peter, Paul and Mary",4
This Land Is Your Land - Remastered,"Peter, Paul and Mary",4
For Lovin' Me - 2004 Remaster,"Peter, Paul and Mary",4
The Times They Are A-Changin' - Live Version; 2003 Remaster,"Peter, Paul and Mary",2
Early Mornin' Rain - 2004 Remaster,"Peter, Paul and Mary",4
I Dig Rock and Roll Music - 2004 Remaster,"Peter, Paul and Mary",1
Day Is Done - 2004 Remaster,"Peter, Paul and Mary",4
Wedding Song (There Is Love) - Remastered Version,Noel Paul Stookey,4
Follow Me - Remastered,Mary Travers,4
Let My Love Open The Door,Pete Townshend,1
Face The Face,Pete Townshend,5
Imagine - Remastered 2010,John Lennon,4
Woman - Remastered 2010,John Lennon,1
Jealous Guy - Remastered 2010,John Lennon,3
Stand By Me - Remastered 2010,John Lennon,6
Mind Games - Remastered 2010,John Lennon,5
Beautiful Boy (Darling Boy) - Remastered 2010,John Lennon,2
(Just Like) Starting Over - Remastered 2010,John Lennon,6
I'm Losing You - Remastered 2010,John Lennon,2
Whatever Gets You Thru The Night - Remastered 2010,John Lennon,2
#9 Dream - Remastered 2010,John Lennon,7
Crippled Inside - Remastered 2010,John Lennon,1
Power To The People - Ultimate Mix,John Lennon,1
Instant Karma! (We All Shine On) - Remastered 2010,John Lennon,5
Instant Karma! (We All Shine On) - Remastered 2010,The Plastic Ono Band,5
Instant Karma! (We All Shine On) - Remastered 2010,Yoko Ono,5
Power To The People - Remastered 2010,John Lennon,1
Power To The People - Remastered 2010,The Plastic Ono Band,1
Happy Xmas (War Is Over) - Remastered 2010,John Lennon,2
Happy Xmas (War Is Over) - Remastered 2010,The Harlem Community Choir,2
Happy Xmas (War Is Over) - Remastered 2010,The Plastic Ono Band,2
Happy Xmas (War Is Over) - Remastered 2010,Yoko Ono,2
Give Peace A Chance - Remastered 2010,The Plastic Ono Band,2
Baby Blue - US Single Mix / Remastered 2010,Badfinger,1
Day After Day - Remastered 2010,Badfinger,7
No Matter What - Remastered 2010,Badfinger,6
Come And Get It - Remastered 2010,Badfinger,6
Without You,Harry Nilsson,4
"Everybody's Talkin' - From ""Midnight Cowboy""",Harry Nilsson,4
Coconut,Harry Nilsson,1
Me and My Arrow,Harry Nilsson,6
The Air That I Breathe - 2008 Remaster,The Hollies,7
"He Ain't Heavy, He's My Brother",The Hollies,2
Carrie-Anne,The Hollies,1
Stop Stop Stop - Mono; 1999 Remaster,The Hollies,7
Look Through Any Window - 2003 Remaster,The Hollies,5
On a Carousel - 2003 Remaster,The Hollies,1
Jennifer Eccles - 2003 Remaster,The Hollies,6
Never My Love - Remastered Version,The Association,4
Windy - Remastered Version,The Association,1
Along Comes Mary,The Association,6
Cherish,The Association,4
Indian Reservation (The Lament of the Cherokee Reservation Indian),Paul Revere & The Raiders,4
Indian Reservation (The Lament of the Cherokee Reservation Indian),The Raiders,4
Kicks,Paul Revere & The Raiders,6
I'm Not Your Stepping Stone,Paul Revere & The Raiders,2
Glad All Over - 2019 - Remaster,The Dave Clark Five,1
Bits and Pieces - 2019 - Remaster,The Dave Clark Five,5
Because - 2019 - Remaster,The Dave Clark Five,6
Catch Us If You Can - 2019 - Remaster,The Dave Clark Five,6
Over and Over - 2019 - Remaster,The Dave Clark Five,6
Can't You See That She's Mine - 2019 - Remaster,The Dave Clark Five,6
I Like it Like That - 2019 - Remaster,The Dave Clark Five,6
Any Way You Want It - 2019 - Remaster,The Dave Clark Five,7
Na Na Hey Hey Kiss Him Goodbye,Steam,6
Yellow River,Lou Christie,1
I'm Gonna Make You Mine,Lou Christie,1
Tears on My Pillow,Little Anthony & The Imperials,4
Mr. Bass Man,Johnny Cymbal,0
Come A Little Bit Closer,Jay & The Americans,2
This Magic Moment,Jay & The Americans,1
Cara Mia,Jay & The Americans,2
Some Enchanted Evening,Jay & The Americans,4
Walkin' In The Rain,Jay & The Americans,6
She Cried,Jay & The Americans,3
Hushabye,Jay & The Americans,4
Only in America,Jay & The Americans,4
See You in September,The Happenings,4
I Got Rhythm,The Happenings,4
Dizzy,Tommy Roe,6
Sheila,Tommy Roe,1
Sweet Pea,Tommy Roe,1
Jam Up And Jelly Tight,Tommy Roe,6
Hooray For Hazel,Tommy Roe,6
Down in the Boondocks,Billy Joe Royal,6
Cherry Hill Park,Billy Joe Royal,1
Five O'Clock World,The Vogues,6
"Turn Around, Look at Me",The Vogues,4
My Special Angel,The Vogues,4
You're the One,The Vogues,6
Five O'clock World,The Vogues,6
The Next Time We Wed,The Fratellis,1
Collide,Howie Day,6
Don't Dream It's Over,Crowded House,4
Something So Strong,Crowded House,6
The Eyes Of A New York Woman,B.J. Thomas,6
Hooked On A Feeling,B.J. Thomas,6
I'm So Lonesome I Could Cry,B.J. Thomas,4
Raindrops Keep Fallin' On My Head,B.J. Thomas,4
I Just Can't Help Believing,B.J. Thomas,4
Rock And Roll Lullaby,B.J. Thomas,4
No Love At All,B.J. Thomas,1
Most Of All,B.J. Thomas,4
Mama,B.J. Thomas,1
Mighty Clouds Of Joy,B.J. Thomas,4
Chocolate Fudge,Mannheim Steamroller,8
Not Alone,Patty Griffin,4
Lovin' You,Minnie Riperton,4
Copacabana (At the Copa) - Long Version,Barry Manilow,5
Bomb Iran (1980),Vince Vance & The Valiants,1
Pushin' Too Hard,The Seeds,6
Baby Blue,The Chocolate Watchband,1
Spirit In The Sky,Norman Greenbaum,6
I Saw the Light - 2015 Remaster,Todd Rundgren,5
Let's Work Together,Canned Heat,1
All the Young Dudes,Mott The Hoople,2
"I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978",Cheap Trick,2
Surrender,Cheap Trick,2
The Flame,Cheap Trick,4
"Mighty Wings - From ""Top Gun"" Original Soundtrack",Cheap Trick,7
Dream Police,Cheap Trick,1
If You Want My Love,Cheap Trick,1
There She Goes,The Boo Radleys,6
Standing Outside a Broken Phone Booth with Money in My Hand,Primitive Radio Gods,8
Six Days in June,The Fratellis,1
Kiss Me,Sixpence None The Richer,1
There She Goes,Sixpence None The Richer,6
Torn,Natalie Imbruglia,2
Flood,Jars Of Clay,5
Lovefool,The Cardigans,6
Stupid Girl - Remastered 2015,Garbage,5
Only Happy When It Rains,Garbage,5
I Think I'm Paranoid,Garbage,1
Baby It's You,Smith,5
Time Has Come Today,The Chambers Brothers,7
Like To Get To Know You - Greatest Hit(s) Version,Spanky & Our Gang,4
Lazy Day,Spanky & Our Gang,2
Cinnamon Girl - 2009 Remaster,Neil Young,6
Cinnamon Girl - 2009 Remaster,Crazy Horse,6
"My My, Hey Hey (Out of the Blue) - 2016 Remaster",Neil Young,3
"My My, Hey Hey (Out of the Blue) - 2016 Remaster",Crazy Horse,3
Powderfinger - 2016 Remaster,Neil Young,7
Powderfinger - 2016 Remaster,Crazy Horse,7
"Hey Hey, My My (Into the Black) - 2016 Remaster",Neil Young,2
"Hey Hey, My My (Into the Black) - 2016 Remaster",Crazy Horse,2
Heart of Gold - 2009 Remaster,Neil Young,5
Old Man - 2009 Remaster,Neil Young,3
Rockin' in the Free World,Neil Young,5
Down by the River - 2009 Remaster,Neil Young,7
Down by the River - 2009 Remaster,Crazy Horse,7
Mr. Soul,Buffalo Springfield,6
Crazy Love,Poco,4
Time of the Season - Mono Version,The Zombies,5
She's Not There,The Zombies,5
Tell Her No,The Zombies,5
White Rabbit,Jefferson Airplane,4
Jane,Jefferson Starship,1
Miracles,Jefferson Starship,3
Count on Me,Jefferson Starship,6
Find Your Way Back,Jefferson Starship,2
Runaway,Jefferson Starship,7
With Your Love - Remastered,Jefferson Starship,4
No Way Out,Jefferson Starship,5
Rock Music,Jefferson Starship,1
Ride the Tiger,Jefferson Starship,5
Layin' It on the Line,Jefferson Starship,5
We Built This City,Starship,6
Sara,Starship,6
Nothing's Gonna Stop Us Now,Starship,6
Fresh Air - Remastered,Quicksilver Messenger Service,5
In-A-Gadda-Da-Vida - 2006 Remaster Full-Length,Iron Butterfly,7
You Keep Me Hangin' On,Vanilla Fudge,7
"Better By You, Better Than Me",Spooky Tooth,3
Never Been Any Reason,Head East,6
Slow Ride - Edit,Foghat,1
I Just Want to Make Love to You,Foghat,7
Fool for the City,Foghat,7
Drivin' Wheel,Foghat,7
Jim Dandy,Black Oak Arkansas,7
Flirtin' with Disaster,Molly Hatchet,7
Whiskey Man,Molly Hatchet,1
It's All Over Now,Molly Hatchet,7
Jukin' City,Molly Hatchet,6
One Man's Pleasure,Molly Hatchet,6
Boogie No More,Molly Hatchet,2
Good Rockin',Molly Hatchet,6
Gunsmoke,Molly Hatchet,1
Long Time,Molly Hatchet,5
"Train, Train",Blackfoot,6
Keep Your Hands to Yourself,The Georgia Satellites,1
(Ghost) Riders In The Sky,Marty Robbins,4
Fire on the Mountain,The Marshall Tucker Band,5
Heard It in a Love Song,The Marshall Tucker Band,1
Freeze-Frame,The J. Geils Band,1
Must of Got Lost,The J. Geils Band,1
Love Stinks,The J. Geils Band,2
Caught Up In You,38 Special,5
Hold On Loosely,38 Special,6
Second Chance,38 Special,6
Rockin' Into The Night,38 Special,1
If I'd Been The One,38 Special,6
Working for the Weekend,Loverboy,6
Turn Me Loose,Loverboy,7
Lovin' Every Minute of It,Loverboy,6
The Kid Is Hot Tonite,Loverboy,5
Hot Girls In Love,Loverboy,6
Sister Christian,Night Ranger,7
Don't Tell Me You Love Me,Night Ranger,7
When You Close Your Eyes,Night Ranger,1
(You Can Still) Rock In America,Night Ranger,5
Jessie's Girl,Rick Springfield,1
Don't Talk to Strangers,Rick Springfield,5
I've Done Everything for You,Rick Springfield,1
Heavy Metal,Sammy Hagar,7
I Can't Drive 55,Sammy Hagar,6
There's Only One Way To Rock,Sammy Hagar,5
Mas Tequila,Sammy Hagar,2
Once Bitten Twice Shy,Great White,1
Rock Me,Great White,3
House Of Broken Love,Great White,5
Kick Start My Heart,Great White,7
Just a Gigolo / I Ain't Got Nobody - 45 Version,David Lee Roth,6
Burning Bridges,Mike Curb Congregation,1
Cherry Pie,Warrant,7
Heaven,Warrant,7
Nobody's Fool,Cinderella,3
Every Rose Has Its Thorn - Remastered 2003,Poison,7
Nothin' But A Good Time - Remastered 2006,Poison,1
Unskinny Bop,Poison,1
Talk Dirty To Me,Poison,6
Round and Round,Ratt,6
Seventeen,Winger,6
Cum on Feel the Noize,Quiet Riot,5
Bang Your Head (Metal Health),Quiet Riot,5
We're Not Gonna Take It,Twisted Sister,1
I Wanna Rock,Twisted Sister,1
Alone Again,Dokken,7
Down To The Waterline,Dire Straits,5
Once Upon A Time In The West,Dire Straits,5
News,Dire Straits,3
Where Do You Think You're Going,Dire Straits,3
Communiqué,Dire Straits,1
Lady Writer,Dire Straits,8
Angel Of Mercy,Dire Straits,6
Portobello Belle,Dire Straits,1
Single Handed Sailor,Dire Straits,8
Follow Me Home,Dire Straits,3
Tunnel of Love (Intro: The Carousel Waltz),Dire Straits,7
Romeo and Juliet,Dire Straits,1
Skateaway,Dire Straits,7
Telegraph Road,Dire Straits,7
Private Investigations,Dire Straits,9
